type,breed_name,description,personality,care,source_url
cat,สก๊อตทิช โฟลด์ (Scottish fold),ทำความรู้จัก สก๊อตทิช โฟล์ด [Scottish fold]อีกหนึ่งสายพันธุ์น้องแมวที่เป็นที่รู้จักมากไม่แพ้สายพันธุ์ไหนก็คือ สายพันธุ์สก๊อตทิช โฟลด์ [Scottish fold] ที่มีหูพับอันเป็นเอกลักษณ์แสนเก๋ที่ไม่เหมือนใคร หน้ากลมแป้น ขนอุยนุ่มน่ากอด ทำให้น้องแมวพันธุ์สก๊อตทิช โฟลด์ น้องแมวผู้มาจากสก๊อตแลนด์ ยึดพื้นที่หัวใจเจ้าของหลายๆ คนไปแล้วแมวสายพันธุ์นี้มีอายุเฉลี่ยอยู่ที่ 11 – 14 ปี ความสูงอยู่ที่ 10 – 12 นิ้ว ด้วยหูที่พบลงมา ทำให้ใบหน้าของสก๊อตทิช โฟลด์ ดูกลม จนหลายคนให้คำอธิบายแมวสายพันธุ์นี้ไว้อย่างเห็นภาพว่าเ...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/cat/breed-library/scottish-fold
cat,แมววิเชียรมาศ (Siamese cat),ทำความรู้จักแมววิเชียรมาศ (Siamese cat)เชื่อว่าเหล่าบรรดาทาสแมวทั้งหลายคงไม่มีใครไม่รู้จักน้องแมวพันธุ์วิเชียรมาศ หรือ แมวสยาม (Siamese cat) ที่เป็นดั่งตัวแทนสายพันธุ์แมวแห่งประเทศไทย ที่นอกจากจะมีเอกลักษณ์จากลวดลายและสีขนบนตัวอันงดงามแล้ว ยังมีลักษณะนิสัยที่เป็นมิตร ขี้อ้อน จนสามารถคว้าใจเหล่าบรรดาทาสแมวมาแล้วทั่วโลก อีกทั้งยังช่วยเสริมโชคลาภ และเป็นสิริมงคลแก่ครอบครัวตามความเชื่อของคนไทยในสมัยโบราณอีกด้วย หากใครกำลังสนใจอยากได้น้องแมวสักตัวไปเลี้ยงเป็นเพื่อนแล้วล่ะก็ น้องแมววิเชียรมาศนับว่าเป...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/cat/breed-library/siamese
cat,สฟิงซ์,จุดเด่นของแมวสฟิงซ์คือเป็นแมว “ไร้ขน” แม้ดูภายนอกจะเหมือนแมวไร้ขน แต่อันที่จริงแล้วสฟิงซ์มีขนนุ่มละเอียดปกคลุมทั่วรางกาย ให้สัมผัสเหมือนเปลือกลูกพีช แมวพันธุ์นี้ไม่มีหนวดและขนตา หัวมีรูปทรงคล้ายกับหัวของแมวเดวอน เร็กซ์ ดวงตาลึกกลมคล้ายเลมอน รูปร่างของสฟิงซ์บอบบางแต่มีกล้ามเนื้อ อกหนากลม ขาเรียวยาวและดูโก่งจากอกทรงกลม หางยาวเรียวและสากเมื่อสัมผัส แมวสฟิงซ์ตัวอุ่นนุ่มเมื่อสัมผัสจนได้รับฉายาว่าเป็น “กระเป๋าน้ำร้อนเดินได้” ผิวหนังบางส่วนบนหัว ข้างลำตัว และขามีรอยย่น แต่บริเวณอื่น ๆ จะตึงเรียบ นอกจา...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/cat/breed-library/sphynx
cat,อเมริกันช็อตแฮร์ (American Shorthair),ทำความรู้จักน้องแมวอเมริกัน ช็อตแฮร์ (American Shorthair)เชื่อว่าหลายๆ คนไม่ว่าจะอยู่ในวงการทาสแมวหรือไม่ เมื่อพูดถึงสายพันธุ์แมวก็ต้องนึกถึงน้องสายพันธุ์อเมริกัน ช็อตแฮร์ (American Shorthair) เป็นอันดับต้นๆ เรียกได้ว่าถึงไม่รู้จักแต่ก็ต้องเคยเห็นหน้ามาก่อนที่ไหนสักแห่ง แม้ว่าจะมีลายเต็มตัว แต่หัวใจของน้องแมวอเมริกัน ช็อตแฮร์ นั้นอ่อนโยนไม่แพ้ใคร สายครอบครัวที่อยากมีน้องแมวไว้เล่นกับเด็กๆ มาทางนี้ เพราะน้องแมวอเมริกัน ช็อตแฮร์ เป็นเพื่อนเล่นที่น่ารักของเด็ก รวมถึงสมาชิกตัวอื่นๆ ของครอบครัวด้วย ...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/cat/breed-library/american-shorthair
cat,ออสเตรเลียน มิสต์,แมวพันธุ์ออสเตรเลียน มิสต์เป็นแมวขนาดกลางที่มีรูปลักษณ์น่าหลงไหล มาพร้อมกับใบหน้ากลมโต ตาคม มีรูปร่างและหุ่นสมส่วน ดูพอดีไปหมด บวกกับลักษณะหน้าตาเป็นมิตร ส่วนขนของแมวพันธุ์นี้จะเป็นขนสั้น แน่น และเงางาม มีลวดลายสีอ่อน ดูนุ่มนวล จนบางทีก็กลมกลืนไปกับพื้นขน เสริมลุคให้แมวพันธุ์นี้สวยเตะตาคนได้ไม่ยาก อีกทั้งสีตาของเจ้าแมวออสเตรเลียน มิสต์ เป็นตาสีเขียว มีได้หลายเฉดขึ้นกับแมวแต่ละตัว The need-to-know แมวพันธุ์ออสเตรเลียน มิสต์เป็นพันธุ์ที่ขึ้นชื่อว่า เต็มไปด้วยความรักและมีความสุขในการอยู่ร่วมกั...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/cat/breed-library/australian-mist
cat,รากามัฟฟิน,รากามัฟฟิน ชื่อนี้ได้มาเพราะความก้อนกลมโตน่ารักที่เหมือนกับมัฟฟิ่น โดยลักษณะแล้ว แมวพันธุ์นี้เป็นแมวขนาดใหญ่ ตัวแน่น โครงร่างเป็นทรงคล้ายสี่เหลี่ยมผืนผ้า อกกว้าง มีความทรงพลัง แต่ก็มีใบหน้าน่ารัก ด้วยรูปตาที่เป็นทรงคล้ายลูกวอลนัท ใบหูมีขนปกคลุม ท่าทีดูสง่างาม มาพร้อมกับขนกึ่งยาว (semi-long coat) ที่มีสัมผัสนุ่มฟู เสริมไปด้วยแผงคอยาวสลวย ขนหางฟู ๆ และอุ้งเท้าฟูนุ่ม The need-to-know แมวพันธุ์รากามัฟฟินเป็นแมวที่เต็มไปด้วยความรักเจ้าของและความเป็นมิตร เวลาโดนอุ้ม ก็เรียกได้ว่าพร้อมทิ้งตัวให้โดน...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/cat/breed-library/ragamuffin
cat,ชินชิล่า,แมวชินชิล่าเป็นแมวที่มีลักษณะเป็นแมวเปอร์เซียที่มีสีจำเพาะ โดยมีความเหมือนกับแมวเปอร์เซียตรงที่มีขนยาวสลวยและตากลมโต แต่ถึงแม้ว่าจะมีความเป็นเปอร์เซีย แมวชินชิล่าก็ยังมีจุดแตกต่างจากแมวเปอร์เซียตรงที่มีโครงสร้างขนาดปานกลาง มีส่วนจมูกและปากยาวกว่า โดยรวมแล้วจะดูตัวเล็กกว่าแมวเปอร์เซีย อีกทั้งยังมีร่างกายกำยำ ดูแข็งแรง และยังมีอุ้งเท้าโต ๆ ลำตัวแน่น ๆ อีกด้วย The need-to-know ถ้าให้นึกบรรยากาศรอบตัวของแมวพันธุ์นี้ก็คงนึกถึงบรรยากาศที่เงียบและสงบ แมวชินชิล่าเป็นแมวที่ไม่ค่อยจะแอคทีฟสักเท่าไหร่...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/cat/breed-library/chinchilla
cat,เบอร์มิลลา,แมวเบอร์มิลลาเป็นแมวขนาดกลางขนสั้นที่มีร่างกายกำยำแข็งแรง โดยแมวเพศผู้จะดูกำยำอย่างเห็นได้ชัด ในขณะที่แมวเพศเมียจะดูสง่างามและสะโอดสะองกว่า เจ้าแมวเบอร์มิลลามีรูปทรงหัวที่ค่อนข้างกลม ใบหน้าเรียว ใบหูกว้าง ตาโตเป็นรูปทรงอัลมอนด์หลากหลายสีได้ตั้งแต่สีทองไปจนถึงสีเขียว ถ้าจะพูดถึงลักษณะขนของแมวพันธุ์นี้ จะเป็นขนสั้นเรียงตัวแน่นโดยที่ขนชั้น undercoat มีสีอ่อน ปลายขนสีเข้ม ทำให้สีขนดูเงางามคล้ายสีเงิน ซึ่งเสริมความโดดเด่นให้กับสีขนเข้มบริเวณรอบดวงตาและลวดลายคล้ายตัว M บริเวณหน้าผาก ทั้งนี้ลักษณะลวดล...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/cat/breed-library/burmilla
cat,เบอร์แมน,“แมวเบอร์แมน” หนึ่งในสมาชิกของกลุ่มแมวแต้มสี ผู้มาพร้อมกับจุดสีบนร่างกายอันงดงาม ขนของพวกเขามักมีสีขาวครีมดูปราดเปรียว พร้อมจุดสีน้ำตาลเข้มหรือดำ โดยเฉพาะบริเวณใบหน้า ใบหู ขา และหาง พวกเขามีขนยาวระดับปานกลางอันนุ่มลื่น ดูมีระดับ มาพร้อมกับดวงตาสีน้ำเงินเข้มอันสดใสนอกจากนี้ยังมีเอกลักษณ์บริเวณอุ้งเท้า (ที่มองยังไงก็เหมือนกำลังสวมถุงเท้าสีขาว ดูน่ารักน่าชังมากเลยทีเดียว) ภายใต้ขนอันหนานุ่มซ่อนไว้ซึ่งกล้ามเนื้ออันงดงาม โดยเบอร์แมนจัดอยู่ในกลุ่มแมวขนาดปานกลาง มีใบหน้ากลมมนแลดูน่ารัก เหมาะสำหรับเหล่...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/cat/breed-library/birman
cat,เบงกอล,แมวเบงกอล ผู้มาพร้อมขนเงาสลวย ร่างกายกำยำ จนบางมุมก็ดูเหมือนแมวป่า ที่ถูกเสริมลุคด้วยลวดลายคล้ายลายหินอ่อนปะปนไปกับลายจุด ลักษณะขนเป็นแผงขนหนา เงางาม ทำให้มีภาพลักษณ์ที่ดูน่าหลงใหล แต่ถ้าว่าด้วยเรื่องรูปร่าง แท้จริงแล้วแมวพันธุ์นี้ก็มีโครงร่างคล้ายกับแมวทั่วไป ที่มีรูปร่างปราดเปรียว ใบหูเล็ก ใบหน้าเรียว และอุ้งเท้าเรียบร้อยน่ารัก The need-to-know แมวเบงกอลสามารถเป็นสัตว์เลี้ยงชั้นเลิศได้ เมื่อได้อยู่กับเจ้าของผู้มีประสบการณ์การเลี้ยง แต่คงจะเข้ากันได้ดียิ่งกว่า หากคุณเจ้าของเป็นคนที่ชื่นชอบ...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/cat/breed-library/bengal
dog,สุนัขอัฟกัน ฮาวนด์,สุนัขอัฟกัน ฮาวด์ เป็นสุนัขล่าเนื้อที่ดูสง่าผ่าเผย ยืนตระหง่านอย่างงดงามและภาคภูมิใจ โดดเด่นด้วยขนยาวเป็นมันเงา เป็นสุนัขสายพันธุ์ใหญ่ เมื่อโตเต็มวัยอาจสูง 68 ถึง 74 ซม. โดยเพศเมียจะสูงน้อยกว่า อยู่ที่ประมาณ 63 ถึง 69 ซม. ขนมันเงางามมีครบทุกสี ตั้งแต่สีดำไปจนถึงสีเงิน อาจมีเพียงสีเดียวหรือไล่สี พร้อมลวดลายหลากหลาย น้ำหนักเฉลี่ยอยู่ที่ประมาณ 25 กก. โดยมีช่วงน้ำหนักอยู่ที่ประมาณ 20 ถึง 27 กก. ขึ้นอยู่กับเพศและรูปร่างของสุนัข The need-to-know สุนัขสายพันธุ์ใหญ่ต้องการสารอาหารที่สมดุล มีแร่ธาตุ...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/afghan-hound
dog,สุนัขอลาสกัน มาลามิวท์,สุนัขอลาสกัน มาลามิวท์มีหน้าตาคล้ายหมาป่า เป็นสุนัขสายพันธุ์ใหญ่ รูปร่างสง่างามและมีลักษณะเฉพาะของสายพันธุ์สปิตซ์ คือ หางม้วนโค้งไปถึงหลัง ขนหนา หูตั้ง และโครงหน้าคล้ายสามเหลี่ยมกลับหัว สุนัขอลาสกัน มาลามิวท์ เพศผู้หากโตเต็มวัยจะสูง 64-71 ซม. ส่วนเพศเมียจะสูง 58-66 ซม. และหนักประมาณ 38-56 กก. ขนของสุนัขพันธุ์นีมีหลากสีหลายเฉด ตั้งแต่สีขาวหรือเทาอ่อนไปจนถึงสีดำจากสีทองไปจนถึงสีแดงและสีเงิน พร้อมลายต่าง ๆ The need-to-know ถึงสุนัขอลาสกัน มาลามิวท์จะดูเหมือนหมาป่า แต่มีนิสัยน่าเอ็นดูและเป็นมิต...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/alaskan-malamute
dog,สุนัขบาเซนจิ,สุนัขบาเซนจิ ถือเป็นสุนัขสายพันธุ์เล็กถึงกลาง โดดเด่นด้วยพวงหางที่ม้วนงอและหน้าผากย่น ขนสั้น เรียบ เป็นมันเงา มีให้เลือกทั้งแบบ 2 สี คือน้ำตาลแดงและสีขาว สีดำและสีขาว สีน้ำตาลไหม้และสีขาว สีลายเสือ (ริ้วสีดำ น้ำตาล แทน ทองสลับกัน) สีลายเสือและสีขาว และสามสี ดูมาตรฐานสายพันธุ์เพื่ออ่านรายละเอียดของสุนัขพันธุ์นี้ทั้งหมด เมื่อโตเต็มวัย สุนัขพันธุ์บาเซนจิเพศผู้มีความสูงประมาณ 43 ซม. โดยวัดจากส่วนที่สูงที่สุดของร่างกาย (จากเท้าถึงจุดที่สูงที่สุดของไหล่) ส่วนเพศเมียมีความสูงประมาณ 40 ซม. เพศผู้ที่โตเ...,รอระบุโครงสร้าง (อ่านจาก Paragraph),รอระบุโครงสร้าง (อ่านจาก Paragraph),https://www.purina.co.th/find-a-pet/dog/breed-library/basenji
